IFDM
Sigla;Código;Município;2006;2007;2008;2009;2010;
PE;2601805;Betânia;0,472981471;0,477955176;0,367283327;0,540089247;0,5465729264;
PE;2601904;Bezerros;0,66634268;0,600073825;0,831035096;0,689149948;0,7389375986;
PE;2602001;Bodocó;0,456457742;0,481367357;0,560729446;0,521426487;0,5505911084;
PE;2602100;Bom Conselho;0,475966559;0,49194915;0,923923289;0,574507423;0,5708429431;
PE;2602209;Bom Jardim;0,515379971;0,536518686;0,715695238;0,562584149;0,620226704;
PE;2602308;Bonito;0,501007203;0,483242254;0,582748039;0,541976251;0,5442605276;
PE;2602407;Brejão;0,507991632;0,532839122;0,634376609;0,542111594;0,5801758479;
PE;2602506;Brejinho;0,54099933;0,568512257;0,597087425;0,588589136;0,6197298317;
PE;2602605;Brejo da Madre de Deus;0,498899603;0,499235105;0,873351248;0,562303023;0,5845099762;
PE;2602704;Buenos Aires;0,514846171;0,563742469;0,537073978;0,577768279;0,6159357829;
PE;2602803;Buíque;0,491333545;0,514058358;0,542489969;0,534568485;0,4716945549;
PE;2602902;Cabo de Santo Agostinho;0,691285694;0,682403876;0,593009678;0,679631528;0,7467550654;
PE;2603009;Cabrobó;0,50714203;0,548071318;0,84329317;0,682915508;0,5947931634;
PE;2603108;Cachoeirinha;0,515870792;0,565329616;0,804825486;0,589804524;0,5746450031;
PE;2603207;Caetés;0,467203138;0,481091619;0,655949456;0,551512571;0,546816393;
PE;2603306;Calçado;0,50012352;0,502318795;0,742697238;0,558642712;0,5518196222;
PE;2603405;Calumbi;0,449951606;0,497424388;0,511610454;0,536571954;0,5458687413;
PE;2603454;Camaragibe;0,640883213;0,628123716;0,708436616;0,65809633;0,6578559853;
PE;2603504;Camocim de São Félix;0,512103819;0,555756804;0,585629721;0,596082843;0,6204162799;
PE;2603603;Camutanga;0,586395507;0,58720044;0,628203598;0,609042668;0,589934045;
PE;2603702;Canhotinho;0,464304994;0,514805146;0,548616677;0,599409097;0,5620425793;
PE;2603801;Capoeiras;0,454481768;0,43910156;0,551829849;0,512503459;0,5569324287;
PE;2603900;Carnaíba;0,533154791;0,551365007;0,664383595;0,635646656;0,6265921763;
PE;2603926;Carnaubeira da Penha;0,44232382;0,461576569;0,608859846;0,531961372;0,5197729006;
PE;2604007;Carpina;0,60713108;0,583554003;0,551696189;0,584220455;0,6650321147;
PE;2604106;Caruaru;0,714769073;0,723771389;0,515274861;0,731607422;0,729816104;
PE;2604155;Casinhas;0,517967548;0,496596633;0,770259288;0,558612471;0,5813438044;
PE;2604205;Catende;0,556928087;0,5434451;0,602548574;0,556528991;0,5736108633;
PE;2604304;Cedro;0,524848255;0,538336494;0,592720329;0,570080864;0,6403103788;
PE;2604403;Chã de Alegria;0,49509968;0,483930226;0,719612065;0,576827224;0,599048925;
PE;2604502;Chã Grande;0,564115164;0,563464384;0,542586614;0,598162257;0,6110778755;
PE;2604601;Condado;0,565638384;0,564624573;0,610161392;0,603369708;0,6241824859;
PE;2604700;Correntes;0,465924476;0,498851554;0,513729778;0,538536394;0,5603015652;
PE;2604809;Cortês;0,608627217;0,618917776;0,619928585;0,604725452;0,5765350449;
PE;2604908;Cumaru;0,479794095;0,489280052;0,622116212;0,604289157;0,5993066555;
PE;2605004;Cupira;0,450214986;0,559034836;0,660136001;0,619760111;0,626994244;
PE;2605103;Custódia;0,505832557;0,557051868;0,593705775;0,590401787;0,5961486786;
PE;2605152;Dormentes;0,526097871;0,552782346;0,609692649;0,551185221;0,6284463436;
PE;2605202;Escada;0,496672746;0,493828506;0,58401564;0,604438097;0,6146249119;
PE;2605301;Exu;0,48297858;0,472760457;0,560714626;0,534409987;0,5645808191;
PE;2605400;Feira Nova;0,554952997;0,562454093;0,500230637;0,635545049;0,6308794818;
PE;2605459;Fernando de Noronha;0,625634403;0,645047116;0,628380243;0,583588959;0,6838604577;
PE;2605509;Ferreiros;0,511783566;0,560019732;0,543692357;0,588338995;0,5719540873;
PE;2605608;Flores;0,470323904;0,490567559;0,751966822;0,566352434;0,5818906353;
PE;2605707;Floresta;0,560923896;0,605965147;0,71767805;0,63185007;0,6396563395;
PE;2605806;Frei Miguelinho;0,519946118;0,547840792;0,568946526;0,57837838;0,5802708576;
PE;2605905;Gameleira;0,486620387;0,519977808;0,640808489;0,540965923;0,5703723836;
PE;2606002;Garanhuns;0,619899163;0,604276603;0,469846858;0,637313377;0,6848093557;
PE;2606101;Glória do Goitá;0,52769144;0,550616748;0,631851915;0,603554988;0,6085086468;
PE;2606200;Goiana;0,620086551;0,641885235;0,627831857;0,590355445;0,6402877853;
PE;2606309;Granito;0,500300722;0,510581736;0,567646518;0,508631979;0,5601095321;
PE;2606408;Gravatá;0,595873568;0,617816019;0,632494499;0,663649061;0,6705436584;
PE;2606507;Iati;0,467440422;0,483866013;0,453983273;0,524307519;0,5373056981;
PE;2606606;Ibimirim;0,489282739;0,48313589;0,509145435;0,526417516;0,5160350368;
PE;2606705;Ibirajuba;0,528519939;0,551115906;0,553846232;0,557334796;0,53440296;
PE;2606804;Igarassu;0,627155298;0,681589937;0,702692537;0,691929304;0,7052395888;
PE;2606903;Iguaraci;0,515552851;0,533330946;0,536428599;0,551460321;0,5403047876;
PE;2607000;Inajá;0,502315249;0,527965974;0,644442269;0,529802997;0,5267149658;
PE;2607109;Ingazeira;0,537520688;0,535698552;0,637686706;0,599507978;0,5935716208;
PE;2607208;Ipojuca;0,587539977;0,695022379;0,485831155;0,78785883;0,7868280697;
PE;2607307;Ipubi;0,429831303;0,430483904;0,610275604;0,532244206;0,5647141813;
PE;2607406;Itacuruba;0,605311487;0,595622385;0,550503854;0,638814601;0,6103223428;
PE;2607505;Itaíba;0,453799072;0,476303615;0,749370997;0,515124178;0,5300528755;
PE;2607604;Itamaracá;0,549483153;0,553265983;0,714458699;0,580183201;0,5927602578;
PE;2607653;Itambé;0,504963472;0,532102725;0,530082627;0,594184046;0,5966896589;
PE;2607703;Itapetim;0,520039587;0,591094818;0,551356466;0,628799194;0,6210874479;
PE;2607752;Itapissuma;0,597461668;0,586775918;0,642757385;0,603261079;0,6457002839;
PE;2607802;Itaquitinga;0,504187725;0,532243058;0,569746379;0,560295376;0,6703115156;
PE;2607901;Jaboatão dos Guararapes;0,712583753;0,705531443;0,715998601;0,729060869;0,7245157353;
PE;2607950;Jaqueira;0,605123619;0,583831331;0,606939304;0,545719197;0,6195973111;
PE;2608008;Jataúba;0,436103258;0,492087821;0,531796322;0,587947165;0,6275678092;
PE;2608057;Jatobá;0,568001039;0,524363086;0,636943145;0,644345187;0,6603618097;
PE;2608107;João Alfredo;0,567674712;0,590732771;0,587241423;0,615433746;0,6331601792;
PE;2608206;Joaquim Nabuco;0,505724685;0,513843698;0,613813118;0,555158353;0,6069981369;
PE;2608255;Jucati;0,469819053;0,435002626;0,538146162;0,558177662;0,5812662638;
PE;2608305;Jupi;0,535623884;0,538752385;0,566404308;0,600220942;0,6485807254;
PE;2608404;Jurema;0,485765542;0,519753488;0,521818057;0,547136755;0,6099541419;
PE;2608453;Lagoa do Carro;0,544844422;0,57677135;0,573117437;0,614427071;0,6355384344;
PE;2608503;Lagoa do Itaenga;0,667802243;0,617231501;0,606724718;0,581424005;0,6153257409;
PE;2608602;Lagoa do Ouro;0,50502181;0,531333773;0,546984721;0,560656103;0,5675387649;
PE;2608701;Lagoa dos Gatos;0,445125572;0,494085607;0,540294987;0,54901325;0,5697418189;
PE;2608750;Lagoa Grande;0,438262275;0,480215208;0,590503347;0,582464314;0,5447571307;
PE;2608800;Lajedo;0,55156751;0,553289005;0,568778001;0,571033372;0,6157647759;
PE;2608909;Limoeiro;0,587689442;0,605215355;0,613883117;0,626320928;0,662699168;
PE;2609006;Macaparana;0,531987309;0,548714387;0,554361426;0,579345237;0,584505748;
PE;2609105;Machados;0,509022877;0,555861803;0,564718649;0,591976734;0,5834165641;
PE;2609154;Manari;0,389828034;0,460049968;0,461821178;0,487788551;0,5368040737;
PE;2609204;Maraial;0,529624247;0,565583067;0,508370224;0,576451174;0,5479373521;
PE;2609303;Mirandiba;0,511204863;0,507155663;0,524530442;0,540925697;0,5384290519;
PE;2609402;Moreno;0,637185296;0,683083279;0,696703478;0,668764323;0,6477732097;
PE;2609501;Nazaré da Mata;0,604095629;0,642624585;0,637490269;0,661643866;0,670939905;
PE;2609600;Olinda;0,708002912;0,69543715;0,689965104;0,716120926;0,7183495659;
PE;2609709;Orobó;0,482667604;0,548581286;0,587880263;0,59136692;0,5990085706;
PE;2609808;Orocó;0,476117495;0,519142476;0,503132706;0,53483663;0,5153957387;
PE;2609907;Ouricuri;0,504937629;0,54350231;0,518288129;0,535357056;0,5812573735;
PE;2610004;Palmares;0,591501938;0,677075626;0,61868777;0,708657357;0,711799252;
PE;2610103;Palmeirina;0,455035385;0,513194583;0,540032608;0,547085988;0,5807319804;
PE;2610202;Panelas;0,467751151;0,495636392;0,499047346;0,520202004;0,5603686604;
PE;2610301;Paranatama;0,425558251;0,452398266;0,446703277;0,486480964;0,5319439645;
PE;2610400;Parnamirim;0,489353118;0,566706721;0,546908958;0,578680807;0,6165649434;
PE;2610509;Passira;0,538146103;0,528238173;0,588577301;0,605717655;0,6251763029;
PE;2610608;Paudalho;0,593805777;0,611464333;0,607762226;0,60467369;0,6042329753;
PE;2610707;Paulista;0,685685782;0,673632017;0,704807619;0,721542247;0,7478131435;
PE;2610806;Pedra;0,489883198;0,537842497;0,567463337;0,595403134;0,6093499023;
PE;2610905;Pesqueira;0,55740799;0,561408524;0,555046415;0,583786834;0,6070996402;
PE;2611002;Petrolândia;0,616487591;0,65689165;0,692368021;0,748327317;0,6724302837;
PE;2611101;Petrolina;0,667201789;0,65680744;0,682988912;0,706535856;0,7225274316;
PE;2611200;Poção;0,486881692;0,508724651;0,52966904;0,577923347;0,5714650631;
PE;2611309;Pombos;0,566554215;0,558340098;0,584496415;0,612344171;0,6539201639;
PE;2611408;Primavera;0,580925205;0,608275819;0,615930761;0,588488969;0,5884786338;
PE;2611507;Quipapá;0,483346125;0,494068382;0,516920227;0,529767532;0,5273690144;
PE;2611533;Quixaba;0,529901996;0,56336807;0,61296022;0,601676269;0,6485577135;
PE;2611606;Recife;0,786477451;0,786992308;0,802553061;0,808784652;0,8258330592;
PE;2611705;Riacho das Almas;0,570678076;0,601375602;0,615370076;0,60431126;0,6098456219;
PE;2611804;Ribeirão;0,61227999;0,618617383;0,637192159;0,589812917;0,6185718682;
PE;2611903;Rio Formoso;0,642351696;0,612017284;0,590052274;0,565968231;0,6135260056;
PE;2612000;Sairé;0,493688383;0,541689874;0,498846651;0,575357511;0,5752441874;
PE;2612109;Salgadinho;0,426591424;0,490907764;0,509314814;0,545742934;0,5468883117;
PE;2612208;Salgueiro;0,556387011;0,607343154;0,60804119;0,667851401;0,7655314152;
PE;2612307;Saloá;0,435198735;0,475073339;0,485210941;0,492649792;0,5257065065;
PE;2612406;Sanharó;0,548575163;0,581299016;0,591985103;0,607732192;0,6068655147;
PE;2612455;Santa Cruz;0,469844733;0,491994657;0,504454852;0,533512794;0,5767521796;
PE;2612471;Santa Cruz da Baixa Verde;0,463033731;0,503834835;0,548609082;0,569408998;0,5868244559;
PE;2612505;Santa Cruz do Capibaribe;0,630370587;0,659366463;0,663861665;0,672208562;0,6717404056;
PE;2612554;Santa Filomena;0,473920572;0,494086833;0,540618663;0,569365926;0,5479358204;
PE;2612604;Santa Maria da Boa Vista;0,485309901;0,516413802;0,551566404;0,543194701;0,5343533153;
PE;2612703;Santa Maria do Cambucá;0,397037471;0,444312748;0,41963344;0,483064702;0,4914670443;
PE;2612802;Santa Terezinha;0,549142049;0,55309508;0,532174274;0,601932028;0,5990460747;
PE;2612901;São Benedito do Sul;0,534514883;0,507197954;0,517903725;0,52117384;0,55964782;
PE;2613008;São Bento do Una;0,499011674;0,571667569;0,553679802;0,584991175;0,5960947492;
PE;2613107;São Caitano;0,551439863;0,571316387;0,609730617;0,607777843;0,615860304;
PE;2613206;São João;0,507347704;0,538049573;0,546910797;0,55371355;0,5210568232;
PE;2613305;São Joaquim do Monte;0,494769791;0,528417172;0,576913086;0,564931967;0,6268051364;
PE;2613404;São José da Coroa Grande;0,57787972;0,525878279;0,526304506;0,556826416;0,5588759413;
PE;2613503;São José do Belmonte;0,566576996;0,525425065;0,559267122;0,573551419;0,615354118;
PE;2613602;São José do Egito;0,561096633;0,594758074;0,573262356;0,545119957;0,5989033365;
PE;2613701;São Lourenço da Mata;0,552118075;0,580299963;0,576235765;0,597102278;0,6464763443;
PE;2613800;São Vicente Ferrer;0,492990416;0,497298316;0,50657221;0,524594802;0,5625834295;
PE;2613909;Serra Talhada;0,573900861;0,542628792;0,574640224;0,596272173;0,6448003851;
PE;2614006;Serrita;0,474770135;0,489035645;0,459127392;0,509161361;0,5371452599;
PE;2614105;Sertânia;0,544041388;0,54447827;0,55836719;0,699752503;0,6770037659;
PE;2614204;Sirinhaém;0,561771378;0,578501352;0,573708809;0,569925343;0,5619313975;
PE;2614303;Moreilândia;0,487909034;0,543328238;0,537283652;0,586258488;0,6123519942;
PE;2614402;Solidão;0,488900111;0,497643334;0,53258577;0,570808226;;
PE;2614501;Surubim;0,565376142;0,593395265;0,61620553;0,660990605;0,6419960757;
PE;2614600;Tabira;0,520621159;0,566680594;0,594224279;0,628724895;0,6371615093;
PE;2614709;Tacaimbó;0,442805888;0,542432256;0,555622992;0,569627136;0,5924226094;
PE;2614808;Tacaratu;0,469658425;0,505730411;0,492103657;0,522387822;0,5293100334;
PE;2614857;Tamandaré;0,597705556;0,56946815;0,549502902;0,536273001;0,529672659;
PE;2615003;Taquaritinga do Norte;0,513541527;0,55711816;0,551621885;0,605761126;0,6051469236;
PE;2615102;Terezinha;0,46021657;0,4949449;0,512357139;0,572730402;0,6224152858;
PE;2615201;Terra Nova;0,511599616;0,564412343;0,585092435;0,585439842;0,6103756433;
PE;2615300;Timbaúba;0,579923829;0,569459813;0,558816092;0,570257599;0,5894288071;
PE;2615409;Toritama;0,572080551;0,546979926;0,543952116;0,532602147;0,5508967358;
PE;2615508;Tracunhaém;0,64549074;0,554862266;0,56662358;0,637471803;0,6273977583;
PE;2615607;Trindade;0,509155696;0,529736737;0,554457766;0,582537392;0,6087706926;
PE;2615706;Triunfo;0,595400903;0,600680577;0,627624061;0,641026717;0,6894638118;
PE;2615805;Tupanatinga;0,45341884;0,514586929;0,527072015;0,534906291;0,5468677276;
PE;2615904;Tuparetama;0,560876656;0,531853087;0,590057975;0,62917672;0,5574325714;
PE;2616001;Venturosa;0,544545715;0,559710429;0,533909099;0,594833273;0,6092329207;
PE;2616100;Verdejante;0,53933631;0,573839908;0,550373565;0,585079764;0,5810959837;
PE;2616183;Vertente do Lério;0,512803632;0,555272192;0,561573715;0,564347234;0,5791194788;
PE;2616209;Vertentes;0,51646645;0,550158013;0,533272198;0,543086396;0,5611243636;
PE;2616308;Vicência;0,558499444;0,587752412;0,593885799;0,610048434;0,5910277401;
PE;2616407;Vitória de Santo Antão;0,690704475;0,712194604;0,657382153;0,670849513;0,6489219759;
PE;2616506;Xexéu;0,455106052;0,509000836;0,561949185;0,502506069;0,5079289756;
PE;2699919;Muribeca;;;;;;
PE;2699929;Nossa Senhora do Ó de Goyanna;;;;;;
PE;2699939;Cimbres;;;;;;
PI;2200053;Acauã;0,463251865;0,539983557;0,536554106;0,51625873;0,502580481;
PI;2200103;Agricolândia;0,52454077;0,561632826;0,51959285;0,63778711;0,6554163124;
PI;2200202;Água Branca;0,613340366;0,651577248;0,652722403;0,646729538;0,6631538789;
PI;2200251;Alagoinha do Piauí;0,522577739;0,547418974;0,581328484;0,61193738;0,5977469133;
PI;2200277;Alegrete do Piauí;0,460760232;0,520670257;0,592935913;0,619410895;0,6096204365;
PI;2200301;Alto Longá;0,513649063;0,540419284;0,545859956;0,47242584;0,5245843322;
PI;2200400;Altos;0,511205043;0,556752321;0,596142872;0,617256441;0,6016364699;
PI;2200459;Alvorada do Gurguéia;0,507590177;0,523475719;0,508854905;0,555905849;0,5465024107;
PI;2200509;Amarante;0,525413381;0,557281546;0,562196783;0,592875179;0,5599684254;
PI;2200608;Angical do Piauí;0,576492247;0,597635225;0,63041159;0,649323212;0,5755455949;
PI;2200707;Anísio de Abreu;0,521860236;0,518352811;0,558255812;0,571523114;0,608039321;
PI;2200806;Antônio Almeida;0,44596758;0,545740949;0,53852702;0,548437654;0,5562532753;
PI;2200905;Aroazes;0,497213631;0,518897577;0,566132305;0,564902516;0,5901106473;
PI;2200954;Aroeiras de Itaim;;0,436838994;0,53792503;0,435951415;0,5415337117;
PI;2201002;Arraial;0,440583023;0,543343739;0,561118958;0,574664282;0,564122092;
PI;2201051;Assunção do Piauí;0,422148148;0,43898482;0,482455988;0,498970409;0,5294306461;
PI;2201101;Avelino Lopes;0,489231937;0,50987967;0,517364588;0,573036944;0,5428022462;
PI;2201150;Baixa Grande do Ribeiro;0,529850168;0,601596941;0,457723427;0,59677508;0,60096593;
PI;2201176;Barra D'Alcântara;0,517511121;0,566497829;0,535212421;0,606529227;0,6111216751;
PI;2201200;Barras;0,517944264;0,551694195;0,560776143;0,563642292;0,5913773711;
PI;2201309;Barreiras do Piauí;0,462762298;0,472769714;0,476006845;0,399029721;0,526765246;
PI;2201408;Barro Duro;0,540358415;0,537394278;0,538281318;0,558338445;0,6275721543;
PI;2201507;Batalha;0,47152825;0,533050568;0,697484621;0,59323703;0,5805163934;
PI;2201556;Bela Vista do Piauí;0,487028018;0,569440191;0,668512133;0,570336982;0,6039019158;
PI;2201572;Belém do Piauí;0,453458103;0,530515384;0,558872469;0,54017329;0,5655908146;
PI;2201606;Beneditinos;0,56080123;0,517634538;0,488694725;0,564890919;0,5594546298;
PI;2201705;Bertolínia;0,535513047;0,537390083;0,755625185;0,53251784;;
PI;2201739;Betânia do Piauí;0,485648281;0,496063158;0,499262825;0,478107351;0,5443267822;
PI;2201770;Boa Hora;0,494503334;0,536907547;0,694831111;0,587090863;0,6289662938;
PI;2201804;Bocaina;0,458369719;0,507479096;0,770638631;0,561878987;0,5659441464;
PI;2201903;Bom Jesus;0,588330727;0,574729472;0,584256019;0,591900245;0,6355957067;
PI;2201919;Bom Princípio do Piauí;0,417044324;0,476972293;0,763581875;0,470145769;0,475815922;
PI;2201929;Bonfim do Piauí;0,496992889;0,453985096;0,504834537;0,492770969;;
PI;2201945;Boqueirão do Piauí;0,484834969;0,484963859;0,660716351;0,53859839;0,5815636826;
PI;2201960;Brasileira;0,569993925;0,520879662;0,537365988;0,526695968;0,5223074717;
PI;2201988;Brejo do Piauí;0,445374419;0,48692115;0,596641348;0,473757454;0,5167436669;
PI;2202000;Buriti dos Lopes;0,531250794;0,539005159;0,567848428;0,590889547;0,567015874;
PI;2202026;Buriti dos Montes;0,517204009;0,528026492;0,546030709;0,647715823;0,6341319536;
PI;2202059;Cabeceiras do Piauí;0,522022412;0,549392559;0,573175306;0,554893795;0,642293986;
PI;2202075;Cajazeiras do Piauí;0,468515417;0,524054593;0,598942472;0,563897679;0,5780121195;
PI;2202083;Cajueiro da Praia;0,478976122;0,514256211;0,495657694;0,529251082;0,5036424702;
PI;2202091;Caldeirão Grande do Piauí;0,540083574;0,579739497;0,395224508;0,638793498;0,6450485377;
PI;2202109;Campinas do Piauí;0,458509655;0,469703134;0,884685152;0,504291801;0,5280110242;
PI;2202117;Campo Alegre do Fidalgo;0,377243158;0,447291264;0,507437256;0,502866549;0,5208628611;
PI;2202133;Campo Grande do Piauí;0,476694748;0,534077751;0,473694373;0,52402607;0,5614798503;
PI;2202174;Campo Largo do Piauí;0,460796548;0,462218564;0,748506891;0,415312839;0,5167795497;
PI;2202208;Campo Maior;0,555155142;0,594367202;0,794580339;0,662081437;0,6828343482;
PI;2202251;Canavieira;0,426464944;0,478993575;0,637917637;0,50559172;0,6041066501;
PI;2202307;Canto do Buriti;0,524131189;0,49622605;0,591009796;0,51968611;0,5493664406;
PI;2202406;Capitão de Campos;0,454901683;0,537355189;0,505198982;0,568225111;0,6022941432;
PI;2202455;Capitão Gervásio Oliveira;0,432662696;0,471259087;0,589606468;0,450561565;0,5456336774;
PI;2202505;Caracol;0,485464714;0,476307653;0,634161404;0,479280244;0,540628124;
PI;2202539;Caraúbas do Piauí;0,411249328;0,479091503;0,580686849;0,535668664;0,543408552;
PI;2202554;Caridade do Piauí;0,461368602;0,523873233;0,559677245;0,484152405;0,5070622849;
PI;2202604;Castelo do Piauí;0,529960042;0,532648629;0,711932657;0,596962974;0,6196845876;
PI;2202653;Caxingó;0,382782738;0,463301705;0,846994747;0,520265193;0,5245631127;
PI;2202703;Cocal;0,400480601;0,413316496;0,612796158;0,536142959;0,5273463933;
PI;2202711;Cocal de Telha;0,532266753;0,584522294;0,459194571;0,638164602;0,6488925903;
PI;2202729;Cocal dos Alves;0,410262161;0,442760515;0,727883755;0,533623779;0,5627109904;
PI;2202737;Coivaras;0,526887201;0,563036515;0,531044675;0,57734096;0,6116534597;
PI;2202752;Colônia do Gurguéia;0,547680232;0,557149578;0,804310129;0,635603355;0,6498912015;
PI;2202778;Colônia do Piauí;0,515130854;0,535051685;0,590055991;0,552144689;0,5583313766;
PI;2202802;Conceição do Canindé;0,393961741;0,429508702;0,568325215;0,525971097;0,5114247316;
PI;2202851;Coronel José Dias;0,420683789;0,535517533;0,524775215;0,532805459;0,5756641486;
PI;2202901;Corrente;0,461336075;0,490482514;0,688559225;0,558340352;0,5479723395;
PI;2203008;Cristalândia do Piauí;0,480833327;0,437699865;0,62109902;0,394182609;0,5805369063;
PI;2203107;Cristino Castro;0,487595093;0,509985881;0,482992978;0,573546368;0,5805468236;
PI;2203206;Curimatá;0,514722001;0,522710705;0,468052981;0,550720079;0,5613355623;
PI;2203230;Currais;0,399744244;0,406079746;0,636032067;0,524887783;0,5939823079;
PI;2203255;Curralinhos;0,445011853;0,520560213;0,348343902;0,591810182;0,5834536952;
PI;2203271;Curral Novo do Piauí;0,393731564;0,456470927;0,53781887;0,541871894;0,5030873142;
PI;2203305;Demerval Lobão;0,491770989;0,537425694;0,679875549;0,57298449;0,6172668459;
PI;2203354;Dirceu Arcoverde;0,43910907;0,474405837;0,743596205;0,505828277;;
PI;2203404;Dom Expedito Lopes;0,510611851;0,537816614;0,544469722;0,593056994;0,6109568011;
PI;2203420;Domingos Mourão;0,407974486;0,527376768;0,695450121;0,587503823;0,623354395;
PI;2203453;Dom Inocêncio;0,433383108;0,48468688;0,637040511;0,529746104;0,5423166318;
PI;2203503;Elesbão Veloso;0,477210127;0,546515936;0,475242977;0,59053362;0,5838495331;
PI;2203602;Eliseu Martins;0,520959463;0,625445742;0,767421954;0,613876575;0,6012678078;
PI;2203701;Esperantina;0,501402284;0,45672664;0,636224266;0,552024383;0,584308652;
PI;2203750;Fartura do Piauí;0,441446239;0,465757313;0,764596881;0,469779673;0,4863140833;
PI;2203800;Flores do Piauí;0,457253962;0,449392104;0,477960142;0,524651003;0,532355709;
PI;2203859;Floresta do Piauí;0,406410398;0,47196235;0,581458031;0,491736545;0,5427292808;
PI;2203909;Floriano;0,553200426;0,57217503;0,733948298;0,556109299;0,6709754605;
PI;2204006;Francinópolis;0,505372844;0,524958901;0,764221885;0,54472909;0,5472091221;
PI;2204105;Francisco Ayres;0,417078756;0,477276048;0,739918378;0,540327694;0,5238292194;
PI;2204154;Francisco Macedo;0,505086531;0,53648003;0,549145171;0,556538829;0,5500425057;
PI;2204204;Francisco Santos;0,545857162;0,485892309;0,522600261;0,532336409;0,5494354349;
PI;2204303;Fronteiras;0,569029327;0,619142379;0,405435493;0,688330901;0,6981010389;
PI;2204352;Geminiano;0,431075308;0,491285716;0,822854322;0,503372471;0,5514138743;
PI;2204402;Gilbués;0,468814624;0,489686697;0,687983009;0,519419217;0,5156952261;
PI;2204501;Guadalupe;0,624337338;0,644950844;0,670314033;0,628065147;0,6469223674;
PI;2204550;Guaribas;0,332290629;0,436405477;0,446475043;0,401304781;;
PI;2204600;Hugo Napoleão;0,574283717;0,588367503;0,607207448;0,641764799;0,6586634158;
PI;2204659;Ilha Grande;0,467801306;0,515235079;0,554496772;0,539042743;0,544759409;
PI;2204709;Inhuma;0,534865401;0,580369753;0,624117184;0,650287179;0,6977144666;
PI;2204808;Ipiranga do Piauí;0,546434613;0,586288279;0,718352457;0,609183027;0,6306383354;
PI;2204907;Isaías Coelho;0,516563788;0,53485517;0,58053696;0,50659818;0,5665214583;
PI;2205003;Itainópolis;0,453558532;0,479042266;0,6501844;0,559452689;0,5611545266;
PI;2205102;Itaueira;0,508957131;0,553110092;0,534531489;0,494370433;0,5369626822;
PI;2205151;Jacobina do Piauí;0,384373779;0,423270729;0,460168367;0,44581528;0,490210577;
PI;2205201;Jaicós;0,503397967;0,538468866;0,548363049;0,552776796;0,5598699143;
PI;2205250;Jardim do Mulato;0,525760185;0,539736081;0,502534551;0,60152287;0,576316684;
PI;2205276;Jatobá do Piauí;0,498312295;0,55064812;0,643401754;0,616065901;0,6075861524;
PI;2205300;Jerumenha;0,440900478;0,504415925;0,403383057;0,524593901;0,5458621386;
PI;2205359;João Costa;0,41841664;0,459623938;0,489241;0,533602121;0,4864023417;
PI;2205409;Joaquim Pires;0,454280551;0,487844783;0,510895223;0,547433984;0,543022986;
PI;2205458;Joca Marques;0,471512266;0,481766874;0,50368992;0,508307043;0,5325115896;
PI;2205508;José de Freitas;0,481809691;0,52884825;0,552199083;0,586898764;0,6121751558;
PI;2205516;Juazeiro do Piauí;0,466644107;0,540089462;0,554648817;0,550229022;0,5738333581;
PI;2205524;Júlio Borges;0,439274845;0,493233854;0,518338044;0,531326808;0,5100076667;
PI;2205532;Jurema;0,482381821;0,52215268;0,552089833;0,569757444;0,5855562792;
PI;2205540;Lagoinha do Piauí;0,582673039;0,582766608;0,61634455;0,617489576;0,6262589796;
PI;2205557;Lagoa Alegre;0,483213879;0,545821469;0,533952826;0,562263633;0,5548454678;
PI;2205565;Lagoa do Barro do Piauí;0,47449722;0,495185612;0,471131863;0,510808004;0,4879359908;
PI;2205573;Lagoa de São Francisco;0,402098567;0,481686329;0,519256606;0,530511653;0,5170625921;
PI;2205581;Lagoa do Piauí;0,510451734;0,535916729;0,536230311;0,563622362;0,5766759323;
PI;2205599;Lagoa do Sítio;0,529493381;0,559108046;0,57386716;0,568419377;0,55103934;
PI;2205607;Landri Sales;0,48264092;0,518806629;0,54329006;0,559751385;0,5584547657;
PI;2205706;Luís Correia;0,433249913;0,465902305;0,476704231;0,50312781;0,5387756296;
PI;2205805;Luzilândia;0,475404841;0,492913729;0,535203419;0,557138619;0,5371925558;
PI;2205854;Madeiro;0,459151346;0,492278736;0,510833951;0,494780756;0,5041520972;
PI;2205904;Manoel Emídio;0,49259015;0,559004814;0,497384301;0,579429058;0,6044489901;
PI;2205953;Marcolândia;0,488691785;0,54165635;0,601193056;0,600793159;0,6170070207;
PI;2206001;Marcos Parente;0,487492967;0,467888947;0,585426607;0,586118576;0,6022487845;
PI;2206050;Massapê do Piauí;0,456759501;0,490985631;0,530251871;0,532351527;0,5402577786;
PI;2206100;Matias Olímpio;0,471152907;0,452508115;0,454562759;0,500983343;0,515075652;
PI;2206209;Miguel Alves;0,48412638;0,517911099;0,441223274;0,5294315;0,5324719208;
PI;2206308;Miguel Leão;0,543990421;0,543729956;0,555121808;0,600877895;0,6252213254;
PI;2206357;Milton Brandão;0,415754979;0,485700956;0,506604658;0,533667935;0,5530953622;
PI;2206407;Monsenhor Gil;0,590567026;0,612117622;0,651041561;0,622100689;0,6128771684;
PI;2206506;Monsenhor Hipólito;0,473779647;0,496658741;0,579639761;0,584527266;0,5986737166;
PI;2206605;Monte Alegre do Piauí;0,460209865;0,463631654;0,514726201;0,503951756;0,5755301265;
